id,novel_percent
fence/10/20,0.0
fence/10/21,0.0
fence/10/22,0.0
fence/10/23,0.0
fence/10/24,0.0
fence/10/25,0.0
fence/10/26,0.0
fence/10/27,0.0
fence/10/28,0.0
fence/10/29,0.0
fence/10/3,0.0
fence/10/30,0.0
fence/10/31,0.0
fence/10/32,0.0
fence/10/33,0.0
fence/10/34,0.0
fence/10/35,0.0
fence/10/36,0.0
fence/10/37,0.0
fence/10/38,0.0
fence/10/39,0.0
fence/10/4,0.0
fence/10/40,0.0
fence/10/41,0.0
fence/10/42,0.0
fence/10/43,0.0
fence/10/44,0.0
fence/10/45,0.0
fence/10/46,0.0
fence/10/47,0.0
fence/10/5,0.0
fence/10/6,0.0
fence/10/7,0.0
fence/10/8,0.0
fence/10/9,0.0
fence/11/0,0.0
fence/11/1,0.0
fence/11/10,0.0
fence/11/11,0.0
fence/11/12,0.0
fence/11/13,0.0
fence/11/14,0.0
fence/11/15,0.0
fence/11/16,0.0
fence/11/17,0.0
fence/11/18,0.0
fence/11/19,0.0
fence/11/2,0.0
fence/11/20,0.0
fence/11/21,0.0
fence/11/22,0.0
fence/11/23,0.0
fence/11/24,0.0
fence/11/25,0.0
fence/11/26,0.0
fence/11/27,0.0
fence/11/28,7.62939453125e-05
fence/11/29,0.0
fence/11/3,0.0
fence/11/30,0.0
fence/11/31,0.0
fence/11/32,0.0
fence/11/33,0.0
fence/11/34,0.0
fence/11/35,0.0
fence/11/36,0.0
fence/11/37,0.0
fence/11/38,0.0
fence/11/39,0.0
fence/11/4,0.0
fence/11/40,0.0
fence/11/41,0.0
fence/11/42,0.0
fence/11/43,0.0
fence/11/44,0.0
fence/11/45,0.0
fence/11/46,0.0
fence/11/47,0.0
fence/11/48,0.0
fence/11/49,0.0
fence/11/5,0.0
fence/11/50,0.0
fence/11/6,0.0
fence/11/7,0.0
fence/11/8,0.0
fence/11/9,0.0
fence/12/0,0.0
fence/12/1,0.0
fence/12/10,0.0
fence/12/11,0.0
fence/12/12,0.0
fence/12/13,0.0
fence/12/14,0.0
fence/12/15,0.0
fence/12/16,0.0
fence/12/17,0.0
fence/12/18,0.0
fence/12/19,0.0
fence/12/2,0.0
fence/12/20,0.0
fence/12/21,0.0
fence/12/22,0.0
fence/12/23,0.0
fence/12/24,0.0
fence/12/25,0.0
fence/12/26,0.0
fence/12/27,0.0
fence/12/28,0.0
fence/12/29,0.0
fence/12/3,0.0
fence/12/30,0.0
fence/12/31,0.0
fence/12/32,0.0
fence/12/33,0.0
fence/12/34,0.0
fence/12/35,0.0
fence/12/36,0.0
fence/12/37,0.0
fence/12/38,0.0
fence/12/39,0.0
fence/12/4,0.0
fence/12/40,0.0
fence/12/41,0.0
fence/12/42,0.0
fence/12/43,0.0
fence/12/44,0.0
fence/12/45,0.0
fence/12/5,0.0
fence/12/6,0.0
fence/12/7,0.0
fence/12/8,0.0
fence/12/9,0.0
fence/13/0,0.0
fence/13/1,0.0
fence/13/10,0.0
fence/13/11,0.0
fence/13/12,0.0
fence/13/13,0.0
fence/13/14,0.0
fence/13/15,0.0
fence/13/16,0.0
fence/13/17,0.0
fence/13/18,0.0
fence/13/19,0.0
fence/13/2,0.0
fence/13/20,0.0
fence/13/21,0.0
fence/13/22,0.0
fence/13/23,0.0
fence/13/24,0.0
fence/13/25,0.0
fence/13/26,0.0
fence/13/27,0.0
fence/13/28,0.0
fence/13/29,0.0
fence/13/3,0.0
fence/13/30,0.0
fence/13/31,0.0
fence/13/32,0.0
fence/13/33,0.0
fence/13/34,0.0
fence/13/35,0.0
fence/13/36,0.0
fence/13/37,0.0
fence/13/38,0.0
fence/13/39,0.0
fence/13/4,0.0
fence/13/40,0.0
fence/13/41,0.0
fence/13/42,0.0
fence/13/43,0.0
fence/13/44,0.0
fence/13/45,0.0
fence/13/46,0.0
fence/13/5,0.0
fence/13/6,0.0
fence/13/7,0.0
fence/13/8,0.0
fence/13/9,0.0
fence/14/0,0.0989227294921875
fence/14/1,0.014556884765625
fence/14/10,0.39154052734375
fence/14/11,0.3170318603515625
fence/14/12,0.3170318603515625
fence/14/13,0.0
fence/14/14,0.0
fence/14/15,0.0
fence/14/16,0.33203125
fence/14/17,0.37890625
fence/14/18,0.03509521484375
fence/14/19,0.03509521484375
fence/14/2,0.014556884765625
fence/14/20,0.03399658203125
fence/14/21,0.03509521484375
fence/14/22,0.0
fence/14/23,0.0
fence/14/24,0.0
fence/14/25,0.0
fence/14/26,0.0
fence/14/27,0.0
fence/14/28,0.408660888671875
fence/14/29,0.3333587646484375
fence/14/3,0.0
fence/14/30,0.3333587646484375
fence/14/31,0.3333587646484375
fence/14/32,0.3333587646484375
fence/14/33,0.0
fence/14/34,0.0
fence/14/35,0.3836669921875
fence/14/36,0.41619873046875
fence/14/37,0.40631103515625
fence/14/38,0.3296661376953125
fence/14/39,0.3296661376953125
fence/14/4,0.0
fence/14/40,0.0
fence/14/41,0.2288360595703125
fence/14/42,0.2288360595703125
fence/14/43,0.2288360595703125
fence/14/44,0.0085296630859375
fence/14/45,0.0085296630859375
fence/14/46,0.2288360595703125
fence/14/47,0.371337890625
fence/14/48,0.371337890625
fence/14/49,0.0
fence/14/5,0.3075714111328125
fence/14/50,0.0
fence/14/51,0.0390472412109375
fence/14/52,0.0390472412109375
fence/14/53,0.0576171875
fence/14/54,0.0576171875
fence/14/55,0.0545501708984375
fence/14/56,0.0576171875
fence/14/57,0.0
fence/14/58,0.0
fence/14/59,0.0085296630859375
fence/14/6,0.3085479736328125
fence/14/60,0.0085296630859375
fence/14/61,0.0
fence/14/62,0.0
fence/14/63,0.0
fence/14/64,0.0085296630859375
fence/14/65,0.0085296630859375
fence/14/66,0.0085296630859375
fence/14/7,0.2879791259765625
fence/14/8,0.2879791259765625
fence/14/9,0.0
fence/15/0,0.0
fence/15/1,0.0521392822265625
fence/15/10,0.396026611328125
fence/15/11,0.3170318603515625
fence/15/12,0.3170318603515625
fence/15/13,0.0
fence/15/14,0.0
fence/15/15,0.0
fence/15/16,0.33203125
fence/15/17,0.37890625
fence/15/18,0.0
fence/15/19,0.0
fence/15/2,0.0521392822265625
fence/15/20,0.0
fence/15/21,0.0
fence/15/22,0.0
fence/15/23,0.0
fence/15/24,0.0
fence/15/25,0.0
fence/15/26,0.050933837890625
fence/15/27,0.050933837890625
fence/15/28,0.32379150390625
fence/15/29,0.0
fence/15/3,0.140960693359375
fence/15/30,0.0
fence/15/31,0.0
fence/15/32,0.335723876953125
fence/15/33,0.384521484375
fence/15/34,0.3937835693359375
fence/15/35,0.3170318603515625
fence/15/36,0.3170318603515625
fence/15/37,0.0
fence/15/38,0.2162017822265625
fence/15/39,0.2162017822265625
fence/15/4,0.140960693359375
fence/15/40,0.2162017822265625
fence/15/41,0.0
fence/15/42,0.0
fence/15/43,0.423065185546875
fence/15/44,0.33984375
fence/15/45,0.33984375
fence/15/46,0.0
fence/15/47,0.239013671875
fence/15/48,0.239013671875
fence/15/49,0.371337890625
fence/15/5,0.40118408203125
fence/15/50,0.371337890625
fence/15/51,0.0484161376953125
fence/15/52,0.0484161376953125
fence/15/53,0.0233154296875
fence/15/54,0.0233154296875
fence/15/55,0.024261474609375
fence/15/56,0.0233154296875
fence/15/57,0.0484161376953125
fence/15/58,0.0484161376953125
fence/15/59,0.0
fence/15/6,0.32379150390625
fence/15/60,0.0
fence/15/61,0.0
fence/15/62,0.0
fence/15/63,0.0139617919921875
fence/15/64,0.0141754150390625
fence/15/65,0.0139617919921875
fence/15/66,0.0
fence/15/67,0.0
fence/15/68,0.0
fence/15/69,0.0
fence/15/7,0.40118408203125
fence/15/8,0.40118408203125
fence/15/9,0.0
fence/16/0,0.0210723876953125
fence/16/1,0.0178680419921875
fence/16/10,0.39154052734375
fence/16/11,0.3170318603515625
fence/16/12,0.3170318603515625
fence/16/13,0.0
fence/16/14,0.0
fence/16/15,0.0
fence/16/16,0.33203125
fence/16/17,0.37890625
fence/16/18,0.013702392578125
fence/16/19,0.013702392578125
fence/16/2,0.0178680419921875
fence/16/20,0.01580810546875
fence/16/21,0.013702392578125
fence/16/22,0.0369415283203125
fence/16/23,0.03900146484375
fence/16/24,0.0369415283203125
fence/16/25,0.016387939453125
fence/16/26,0.016387939453125
fence/16/27,0.3995361328125
fence/16/28,0.3995361328125
fence/16/29,0.3995361328125
fence/16/3,0.032196044921875
fence/16/30,0.3252410888671875
fence/16/31,0.3252410888671875
fence/16/32,0.0
fence/16/33,0.0
fence/16/34,0.4145660400390625
fence/16/35,0.42584228515625
fence/16/36,0.39154052734375
fence/16/37,0.3170318603515625
fence/16/38,0.3170318603515625
fence/16/39,0.0
fence/16/4,0.032196044921875
fence/16/40,0.2162017822265625
fence/16/41,0.2162017822265625
fence/16/42,0.2162017822265625
fence/16/43,0.01434326171875
fence/16/44,0.01434326171875
fence/16/45,0.2162017822265625
fence/16/46,0.2162017822265625
fence/16/47,0.2162017822265625
fence/16/48,0.371337890625
fence/16/49,0.371337890625
fence/16/5,0.376953125
fence/16/50,0.016387939453125
fence/16/51,0.016387939453125
fence/16/52,0.0559539794921875
fence/16/53,0.0559539794921875
fence/16/54,0.06939697265625
fence/16/55,0.0576934814453125
fence/16/56,0.016387939453125
fence/16/57,0.016387939453125
fence/16/58,0.01434326171875
fence/16/59,0.01434326171875
fence/16/6,0.33001708984375
fence/16/60,0.013427734375
fence/16/61,0.04644775390625
fence/16/62,0.050445556640625
fence/16/63,0.04644775390625
fence/16/64,0.01434326171875
fence/16/65,0.01434326171875
fence/16/66,0.01434326171875
fence/16/7,0.376953125
fence/16/8,0.376953125
fence/16/9,0.0
fence/17/0,0.02447509765625
fence/17/1,0.0910797119140625
fence/17/10,0.376129150390625
fence/17/11,0.3043670654296875
fence/17/12,0.3043670654296875
fence/17/13,0.0
fence/17/14,0.0
fence/17/15,0.0
fence/17/16,0.3307342529296875
fence/17/17,0.3711090087890625
fence/17/18,0.0
fence/17/19,0.0
fence/17/2,0.0910797119140625
fence/17/20,0.0
fence/17/21,0.0
fence/17/22,0.0458526611328125
fence/17/23,0.038482666015625
fence/17/24,0.0467681884765625
fence/17/25,0.0081329345703125
fence/17/26,0.0081329345703125
fence/17/27,0.3887939453125
fence/17/28,0.312164306640625
fence/17/29,0.312164306640625
fence/17/3,0.0081329345703125
fence/17/30,0.312164306640625
fence/17/31,0.0
fence/17/32,0.0
fence/17/33,0.3307342529296875
fence/17/34,0.372406005859375
fence/17/35,0.3704986572265625
fence/17/36,0.2972869873046875
fence/17/37,0.2972869873046875
fence/17/38,0.0
fence/17/39,0.1964569091796875
fence/17/4,0.0081329345703125
fence/17/40,0.1964569091796875
fence/17/41,0.1964569091796875
fence/17/42,0.024871826171875
fence/17/43,0.024871826171875
fence/17/44,0.391815185546875
fence/17/45,0.3170318603515625
fence/17/46,0.3170318603515625
fence/17/47,0.0
fence/17/48,0.2162017822265625
fence/17/49,0.2162017822265625
fence/17/5,0.303131103515625
fence/17/50,0.14947509765625
fence/17/51,0.14947509765625
fence/17/52,0.00811767578125
fence/17/53,0.00811767578125
fence/17/54,0.0
fence/17/55,0.0
fence/17/56,0.0
fence/17/57,0.0
fence/17/58,0.002685546875
fence/17/59,0.0037078857421875
fence/17/6,0.3014984130859375
fence/17/60,0.0347137451171875
fence/17/61,0.0347137451171875
fence/17/62,0.019439697265625
fence/17/63,0.009765625
fence/17/64,0.019439697265625
fence/17/65,0.0347137451171875
fence/17/66,0.02691650390625
fence/17/67,0.02691650390625
fence/17/7,0.283538818359375
fence/17/8,0.283538818359375
fence/17/9,0.0
fence/18/0,0.0
fence/18/1,0.0
fence/18/10,0.0
fence/18/11,0.4045562744140625
fence/18/12,0.328399658203125
fence/18/13,0.328399658203125
fence/18/14,0.0
fence/18/15,0.0
fence/18/16,0.0
fence/18/17,0.3170318603515625
fence/18/18,0.3937835693359375
fence/18/19,0.0
fence/18/2,0.0
fence/18/20,0.0
fence/18/21,0.0
fence/18/22,0.0
fence/18/23,0.0
fence/18/24,0.0
fence/18/25,0.0
fence/18/26,0.0
fence/18/27,0.0
fence/18/28,0.4013519287109375
fence/18/29,0.322113037109375
fence/18/3,0.0
fence/18/30,0.322113037109375
fence/18/31,0.322113037109375
fence/18/32,0.0
fence/18/33,0.0
fence/18/34,0.33203125
fence/18/35,0.3807373046875
fence/18/36,0.117919921875
fence/18/37,0.0
fence/18/38,0.0
fence/18/39,0.268707275390625
fence/18/4,0.0
fence/18/40,0.347991943359375
fence/18/41,0.3953399658203125
fence/18/42,0.3735504150390625
fence/18/43,0.0589599609375
fence/18/44,0.0
fence/18/45,0.0
fence/18/46,0.1704254150390625
fence/18/47,0.1584625244140625
fence/18/48,0.1473541259765625
fence/18/49,0.120147705078125
fence/18/5,0.3222808837890625
fence/18/50,0.3128204345703125
fence/18/51,0.227569580078125
fence/18/52,0.379974365234375
fence/18/53,0.3113250732421875
fence/18/54,0.3113250732421875
fence/18/55,0.0
fence/18/56,0.2104949951171875
fence/18/57,0.2104949951171875
fence/18/58,0.2104949951171875
fence/18/59,0.0
fence/18/6,0.3175048828125
fence/18/60,0.0
fence/18/61,0.397125244140625
fence/18/62,0.32147216796875
fence/18/63,0.32147216796875
fence/18/64,0.0
fence/18/65,0.22064208984375
fence/18/66,0.22064208984375
fence/18/67,0.371337890625
fence/18/68,0.371337890625
fence/18/69,0.0
fence/18/7,0.3026885986328125
fence/18/70,0.0
fence/18/71,0.1310882568359375
fence/18/72,0.1310882568359375
fence/18/73,0.1610107421875
fence/18/74,0.136566162109375
fence/18/75,0.0
fence/18/76,0.0
fence/18/77,0.0
fence/18/78,0.0
fence/18/79,0.0
fence/18/8,0.3026885986328125
fence/18/80,0.0
fence/18/81,0.0
fence/18/82,0.0
fence/18/83,0.0
fence/18/84,0.0
fence/18/85,0.0
fence/18/9,0.0
fence/19/0,0.0
fence/19/1,0.0
fence/19/10,0.4106903076171875
fence/19/11,0.4106903076171875
fence/19/12,0.3363189697265625
fence/19/13,0.3363189697265625
fence/19/14,0.0
fence/19/15,0.0
fence/19/16,0.0
fence/19/17,0.4198455810546875
fence/19/18,0.435821533203125
fence/19/19,0.103424072265625
fence/19/2,0.0
fence/19/20,0.103424072265625
fence/19/21,0.166015625
fence/19/22,0.103424072265625
fence/19/23,0.0
fence/19/24,0.0
fence/19/25,0.0
fence/19/26,0.0
fence/19/27,0.0
fence/19/28,0.4086151123046875
fence/19/29,0.3325958251953125
fence/19/3,0.0
fence/19/30,0.3325958251953125
fence/19/31,0.3325958251953125
fence/19/32,0.0
fence/19/33,0.0
fence/19/34,0.3992767333984375
fence/19/35,0.4214324951171875
fence/19/36,0.384552001953125
fence/19/37,0.305084228515625
fence/19/38,0.305084228515625
fence/19/39,0.0
fence/19/4,0.0
fence/19/40,0.204254150390625
fence/19/41,0.204254150390625
fence/19/42,0.204254150390625
fence/19/43,0.0
fence/19/44,0.0
fence/19/45,0.3958282470703125
fence/19/46,0.3184356689453125
fence/19/47,0.3184356689453125
fence/19/48,0.0
fence/19/49,0.2176055908203125
fence/19/5,0.298614501953125
fence/19/50,0.2176055908203125
fence/19/51,0.371337890625
fence/19/52,0.371337890625
fence/19/53,0.0
fence/19/54,0.0
fence/19/55,0.135467529296875
fence/19/56,0.135467529296875
fence/19/57,0.1750030517578125
fence/19/58,0.135467529296875
fence/19/59,0.0
fence/19/6,0.2962188720703125
fence/19/60,0.0
fence/19/61,0.0
fence/19/62,0.0
fence/19/63,0.0
fence/19/64,0.0
fence/19/65,0.0
fence/19/66,0.0
fence/19/67,0.0
fence/19/68,0.0
fence/19/69,0.0
fence/19/7,0.279022216796875
fence/19/8,0.279022216796875
fence/19/9,0.0
fence/2/0,0.0
fence/2/1,0.0
fence/2/10,0.0
fence/2/11,0.0
fence/2/12,0.0
fence/2/13,0.0
fence/2/14,0.0
fence/2/15,0.0
fence/2/16,0.0
fence/2/17,0.0
fence/2/18,0.0
fence/2/19,0.0
fence/2/2,0.0
fence/2/20,0.0
fence/2/21,0.0
fence/2/22,0.0
fence/2/23,0.0
fence/2/24,0.0
fence/2/25,0.0
fence/2/26,0.0
fence/2/27,0.0
fence/2/28,0.0
fence/2/29,0.0
fence/2/3,0.0
fence/2/30,0.0
fence/2/31,0.0
fence/2/32,0.0
fence/2/33,0.0
fence/2/34,0.0
fence/2/35,0.0
fence/2/36,0.0
fence/2/37,0.0
fence/2/38,0.0
fence/2/39,0.0
fence/2/4,0.0
fence/2/40,0.0
fence/2/41,0.0
fence/2/42,0.0
fence/2/43,0.0
fence/2/44,0.0
fence/2/45,0.0
fence/2/46,0.0
fence/2/5,0.0
fence/2/6,0.0
fence/2/7,0.0
fence/2/8,0.0
fence/2/9,0.0
fence/20/0,0.03826904296875
fence/20/1,0.0
fence/20/10,0.39154052734375
fence/20/11,0.3170318603515625
fence/20/12,0.3170318603515625
fence/20/13,0.0
fence/20/14,0.0
fence/20/15,0.0
fence/20/16,0.33203125
fence/20/17,0.37890625
fence/20/18,0.0
fence/20/19,0.0
fence/20/2,0.0
fence/20/20,0.0
fence/20/21,0.0
fence/20/22,0.0
fence/20/23,0.0
fence/20/24,0.0
fence/20/25,0.0
fence/20/26,0.0
fence/20/27,0.4063262939453125
fence/20/28,0.332366943359375
fence/20/29,0.332366943359375
fence/20/3,0.0
fence/20/30,0.332366943359375
fence/20/31,0.0
fence/20/32,0.0
fence/20/33,0.3448638916015625
fence/20/34,0.4045867919921875
fence/20/35,0.413116455078125
fence/20/36,0.3353729248046875
fence/20/37,0.3353729248046875
fence/20/38,0.0
fence/20/39,0.2345428466796875
fence/20/4,0.0
fence/20/40,0.2345428466796875
fence/20/41,0.2345428466796875
fence/20/42,0.2383270263671875
fence/20/43,0.2383270263671875
fence/20/44,0.4073638916015625
fence/20/45,0.332977294921875
fence/20/46,0.332977294921875
fence/20/47,0.0
fence/20/48,0.232147216796875
fence/20/49,0.232147216796875
fence/20/5,0.3543701171875
fence/20/50,0.371337890625
fence/20/51,0.371337890625
fence/20/52,0.0
fence/20/53,0.0
fence/20/54,0.0
fence/20/55,0.0
fence/20/56,0.0
fence/20/57,0.0
fence/20/58,0.0
fence/20/59,0.0
fence/20/6,0.3602447509765625
fence/20/60,0.2383270263671875
fence/20/61,0.2383270263671875
fence/20/62,0.023712158203125
fence/20/63,0.025054931640625
fence/20/64,0.023712158203125
fence/20/65,0.2383270263671875
fence/20/66,0.2383270263671875
fence/20/67,0.2383270263671875
fence/20/68,0.2383270263671875
fence/20/69,0.2383270263671875
fence/20/7,0.33477783203125
fence/20/8,0.33477783203125
fence/20/9,0.0
fence/21/0,0.07183837890625
fence/21/1,0.0240020751953125
fence/21/10,0.279022216796875
fence/21/11,0.0
fence/21/12,0.39154052734375
fence/21/13,0.3170318603515625
fence/21/14,0.3170318603515625
fence/21/15,0.0
fence/21/16,0.0
fence/21/17,0.0
fence/21/18,0.33203125
fence/21/19,0.37890625
fence/21/2,0.0240020751953125
fence/21/20,0.0
fence/21/21,0.07098388671875
fence/21/22,0.07098388671875
fence/21/23,0.0762939453125
fence/21/24,0.07098388671875
fence/21/25,0.014556884765625
fence/21/26,0.0091094970703125
fence/21/27,0.014556884765625
fence/21/28,0.0240020751953125
fence/21/29,0.0240020751953125
fence/21/3,0.0229034423828125
fence/21/30,0.39495849609375
fence/21/31,0.39154052734375
fence/21/32,0.3170318603515625
fence/21/33,0.3170318603515625
fence/21/34,0.3170318603515625
fence/21/35,0.0
fence/21/36,0.0
fence/21/37,0.33203125
fence/21/38,0.37890625
fence/21/39,0.39495849609375
fence/21/4,0.0229034423828125
fence/21/40,0.39495849609375
fence/21/41,0.3218841552734375
fence/21/42,0.3218841552734375
fence/21/43,0.0
fence/21/44,0.2210540771484375
fence/21/45,0.2210540771484375
fence/21/46,0.2210540771484375
fence/21/47,0.0
fence/21/48,0.0
fence/21/49,0.400360107421875
fence/21/5,0.0229034423828125
fence/21/50,0.3248748779296875
fence/21/51,0.3248748779296875
fence/21/52,0.0
fence/21/53,0.2240447998046875
fence/21/54,0.2240447998046875
fence/21/55,0.371337890625
fence/21/56,0.371337890625
fence/21/57,0.0240020751953125
fence/21/58,0.0240020751953125
fence/21/59,0.0
fence/21/6,0.0229034423828125
fence/21/60,0.0
fence/21/61,0.0
fence/21/62,0.0
fence/21/63,0.0240020751953125
fence/21/64,0.0240020751953125
fence/21/65,0.0
fence/21/66,0.0
fence/21/67,0.0
fence/21/68,0.0
fence/21/69,0.0
fence/21/7,0.298614501953125
fence/21/70,0.0
fence/21/71,0.0
fence/21/72,0.0
fence/21/8,0.2962188720703125
fence/21/9,0.279022216796875
fence/22/0,0.0
fence/22/1,0.07000732421875
fence/22/10,0.411346435546875
fence/22/11,0.3343048095703125
fence/22/12,0.3343048095703125
fence/22/13,0.0
fence/22/14,0.0
fence/22/15,0.0
fence/22/16,0.3744354248046875
fence/22/17,0.409576416015625
fence/22/18,0.07135009765625
fence/22/19,0.07135009765625
fence/22/2,0.0712127685546875
fence/22/20,0.0902252197265625
fence/22/21,0.07135009765625
fence/22/22,0.0531463623046875
fence/22/23,0.0607757568359375
fence/22/24,0.0531463623046875
fence/22/25,0.092864990234375
fence/22/26,0.092864990234375
fence/22/27,0.3887939453125
fence/22/28,0.312164306640625
fence/22/29,0.312164306640625
fence/22/3,0.092864990234375
fence/22/30,0.312164306640625
fence/22/31,0.0
fence/22/32,0.0
fence/22/33,0.3307342529296875
fence/22/34,0.372406005859375
fence/22/35,0.395111083984375
fence/22/36,0.321746826171875
fence/22/37,0.321746826171875
fence/22/38,0.0
fence/22/39,0.220916748046875
fence/22/4,0.090576171875
fence/22/40,0.220916748046875
fence/22/41,0.220916748046875
fence/22/42,0.098968505859375
fence/22/43,0.098968505859375
fence/22/44,0.409332275390625
fence/22/45,0.33270263671875
fence/22/46,0.33270263671875
fence/22/47,0.0
fence/22/48,0.23187255859375
fence/22/49,0.23187255859375
fence/22/5,0.3021240234375
fence/22/50,0.371337890625
fence/22/51,0.371337890625
fence/22/52,0.092529296875
fence/22/53,0.092529296875
fence/22/54,0.0717926025390625
fence/22/55,0.0717926025390625
fence/22/56,0.099884033203125
fence/22/57,0.0717926025390625
fence/22/58,0.092529296875
fence/22/59,0.092529296875
fence/22/6,0.30230712890625
fence/22/60,0.0977783203125
fence/22/61,0.0977783203125
fence/22/62,0.0605316162109375
fence/22/63,0.069610595703125
fence/22/64,0.0605316162109375
fence/22/65,0.0977783203125
fence/22/66,0.0977783203125
fence/22/67,0.0977783203125
fence/22/7,0.2846832275390625
fence/22/8,0.2846832275390625
fence/22/9,0.0
fence/23/0,0.0
fence/23/1,0.0
fence/23/10,0.4077911376953125
fence/23/11,0.3268280029296875
fence/23/12,0.3268280029296875
fence/23/13,0.0
fence/23/14,0.0
fence/23/15,0.0
fence/23/16,0.386383056640625
fence/23/17,0.407470703125
fence/23/18,0.001861572265625
fence/23/19,0.001861572265625
fence/23/2,0.0
fence/23/20,0.0
fence/23/21,0.001861572265625
fence/23/22,0.0
fence/23/23,0.0
fence/23/24,0.0
fence/23/25,0.0
fence/23/26,0.0
fence/23/27,0.4060821533203125
fence/23/28,0.332611083984375
fence/23/29,0.332611083984375
fence/23/3,0.0
fence/23/30,0.332611083984375
fence/23/31,0.0
fence/23/32,0.0
fence/23/33,0.3566741943359375
fence/23/34,0.3981170654296875
fence/23/35,0.39154052734375
fence/23/36,0.3170318603515625
fence/23/37,0.3170318603515625
fence/23/38,0.0
fence/23/39,0.2162017822265625
fence/23/4,0.0
fence/23/40,0.2162017822265625
fence/23/41,0.2162017822265625
fence/23/42,0.0533447265625
fence/23/43,0.0533447265625
fence/23/44,0.39154052734375
fence/23/45,0.3170318603515625
fence/23/46,0.3170318603515625
fence/23/47,0.0
fence/23/48,0.2162017822265625
fence/23/49,0.2162017822265625
fence/23/5,0.298614501953125
fence/23/50,0.371337890625
fence/23/51,0.371337890625
fence/23/52,0.0
fence/23/53,0.0
fence/23/54,0.0
fence/23/55,0.0
fence/23/56,0.0
fence/23/57,0.0
fence/23/58,0.0
fence/23/59,0.0
fence/23/6,0.2962188720703125
fence/23/60,0.0533447265625
fence/23/61,0.0533447265625
fence/23/62,0.0
fence/23/63,0.0
fence/23/64,0.0
fence/23/65,0.0533447265625
fence/23/66,0.0533447265625
fence/23/67,0.0533447265625
fence/23/7,0.279022216796875
fence/23/8,0.279022216796875
fence/23/9,0.0
fence/24/0,0.0
fence/24/1,0.0008697509765625
fence/24/10,0.2962188720703125
fence/24/11,0.2962188720703125
fence/24/12,0.28717041015625
fence/24/13,0.28717041015625
fence/24/14,0.258056640625
fence/24/15,0.0
fence/24/16,0.3314971923828125
fence/24/17,0.0
fence/24/18,0.0
fence/24/19,0.0
fence/24/2,0.0008697509765625
fence/24/20,0.3780364990234375
fence/24/21,0.41400146484375
fence/24/22,0.0
fence/24/23,0.0
fence/24/24,0.0
fence/24/25,0.0
fence/24/26,0.0210113525390625
fence/24/27,0.0214996337890625
fence/24/28,0.0193023681640625
fence/24/29,0.0008697509765625
fence/24/3,0.0132598876953125
fence/24/30,0.0008697509765625
fence/24/31,0.4007415771484375
fence/24/32,0.3258819580078125
fence/24/33,0.3258819580078125
fence/24/34,0.3258819580078125
fence/24/35,0.0
fence/24/36,0.0
fence/24/37,0.3520355224609375
fence/24/38,0.3936004638671875
fence/24/39,0.400604248046875
fence/24/4,0.0132598876953125
